Time,Indicator,Employment Status,Indicator Status,Location,Amount,Unemployment Rate,Formatted for charts
2015,Unemployment By Veteran Status,,Veteran,"Charles County, Maryland",3.8,0.038,3.8
2015,Unemployment By Veteran Status,,Non Veteran,"Charles County, Maryland",6,0.06,6
,Change,,Total Population,"Dorchester County, Maryland",-65,,-65
,Change,,Median Household Income,"Dorchester County, Maryland",2625,,"2,625.00"
2017,Employment Status By Disability Status,Employed,Disabled,"Dorchester County, Maryland",889,,889
2017,Employment Status By Disability Status,Employed,Non Disabled,"Dorchester County, Maryland",12957,,"12,957.00"
2017,Employment Status By Disability Status,Unemployed,Disabled,"Dorchester County, Maryland",280,,280
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Dorchester County, Maryland",966,,966
2017,Employment Status By Disability Status,Labor Force,Disabled,"Dorchester County, Maryland",1169,,"1,169.00"
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Dorchester County, Maryland",13923,,"13,923.00"
2016,Employment Status By Disability Status,Employed,Disabled,"Dorchester County, Maryland",917,,917
2016,Employment Status By Disability Status,Employed,Non Disabled,"Dorchester County, Maryland",12889,,"12,889.00"
2016,Employment Status By Disability Status,Unemployed,Disabled,"Dorchester County, Maryland",292,,292
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Dorchester County, Maryland",1251,,"1,251.00"
2016,Employment Status By Disability Status,Labor Force,Disabled,"Dorchester County, Maryland",1209,,"1,209.00"
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Dorchester County, Maryland",14140,,"14,140.00"
2015,Employment Status By Disability Status,Employed,Disabled,"Dorchester County, Maryland",721,,721
2015,Employment Status By Disability Status,Employed,Non Disabled,"Dorchester County, Maryland",13284,,"13,284.00"
2015,Employment Status By Disability Status,Unemployed,Disabled,"Dorchester County, Maryland",312,,312
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Dorchester County, Maryland",1316,,"1,316.00"
2015,Employment Status By Disability Status,Labor Force,Disabled,"Dorchester County, Maryland",1033,,"1,033.00"
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Dorchester County, Maryland",14600,,"14,600.00"
2017,Employment Status By Education,Employed,Less than Highschool,"Dorchester County, Maryland",1168,,"1,168.00"
2017,Employment Status By Education,Employed,Highschool,"Dorchester County, Maryland",4589,,"4,589.00"
2017,Employment Status By Education,Employed,Some College,"Dorchester County, Maryland",3578,,"3,578.00"
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Dorchester County, Maryland",2867,,"2,867.00"
2017,Employment Status By Education,Unemployed,Less than Highschool,"Dorchester County, Maryland",143,,143
2017,Employment Status By Education,Unemployed,Highschool,"Dorchester County, Maryland",375,,375
2017,Employment Status By Education,Unemployed,Some College,"Dorchester County, Maryland",382,,382
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Dorchester County, Maryland",87,,87
2017,Employment Status By Education,NIL,Less than Highschool,"Dorchester County, Maryland",903,,903
2017,Employment Status By Education,NIL,Highschool,"Dorchester County, Maryland",1311,,"1,311.00"
2017,Employment Status By Education,NIL,Some College,"Dorchester County, Maryland",915,,915
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Dorchester County, Maryland",292,,292
2016,Employment Status By Education,Employed,Less than Highschool,"Dorchester County, Maryland",1119,,"1,119.00"
2016,Employment Status By Education,Employed,Highschool,"Dorchester County, Maryland",4545,,"4,545.00"
2016,Employment Status By Education,Employed,Some College,"Dorchester County, Maryland",3506,,"3,506.00"
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Dorchester County, Maryland",3095,,"3,095.00"
2016,Employment Status By Education,Unemployed,Less than Highschool,"Dorchester County, Maryland",185,,185
2016,Employment Status By Education,Unemployed,Highschool,"Dorchester County, Maryland",488,,488
2016,Employment Status By Education,Unemployed,Some College,"Dorchester County, Maryland",385,,385
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Dorchester County, Maryland",72,,72
2016,Employment Status By Education,NIL,Less than Highschool,"Dorchester County, Maryland",860,,860
2016,Employment Status By Education,NIL,Highschool,"Dorchester County, Maryland",1301,,"1,301.00"
2016,Employment Status By Education,NIL,Some College,"Dorchester County, Maryland",836,,836
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Dorchester County, Maryland",339,,339
2015,Employment Status By Education,Employed,Less than Highschool,"Dorchester County, Maryland",1104,,"1,104.00"
2015,Employment Status By Education,Employed,Highschool,"Dorchester County, Maryland",4672,,"4,672.00"
2015,Employment Status By Education,Employed,Some College,"Dorchester County, Maryland",3775,,"3,775.00"
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Dorchester County, Maryland",2891,,"2,891.00"
2015,Employment Status By Education,Unemployed,Less than Highschool,"Dorchester County, Maryland",233,,233
2015,Employment Status By Education,Unemployed,Highschool,"Dorchester County, Maryland",514,,514
2015,Employment Status By Education,Unemployed,Some College,"Dorchester County, Maryland",337,,337
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Dorchester County, Maryland",142,,142
2015,Employment Status By Education,NIL,Less than Highschool,"Dorchester County, Maryland",758,,758
2015,Employment Status By Education,NIL,Highschool,"Dorchester County, Maryland",1262,,"1,262.00"
2015,Employment Status By Education,NIL,Some College,"Dorchester County, Maryland",776,,776
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Dorchester County, Maryland",406,,406
2017,Employment Status By Poverty Status,Labor Force,Above Poverty,"Dorchester County, Maryland",15033,,"15,033.00"
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Dorchester County, Maryland",1580,,"1,580.00"
2017,Employment Status By Poverty Status,Employed,Above Poverty,"Dorchester County, Maryland",14172,,"14,172.00"
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Dorchester County, Maryland",1068,,"1,068.00"
2017,Employment Status By Poverty Status,Unemployed,Above Poverty,"Dorchester County, Maryland",861,,861
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Dorchester County, Maryland",512,,512
2016,Employment Status By Poverty Status,Labor Force,Above Poverty,"Dorchester County, Maryland",15133,,"15,133.00"
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Dorchester County, Maryland",1795,,"1,795.00"
2016,Employment Status By Poverty Status,Employed,Above Poverty,"Dorchester County, Maryland",14080,,"14,080.00"
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Dorchester County, Maryland",1142,,"1,142.00"
2016,Employment Status By Poverty Status,Unemployed,Above Poverty,"Dorchester County, Maryland",1053,,"1,053.00"
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Dorchester County, Maryland",653,,653
2015,Employment Status By Poverty Status,Labor Force,Above Poverty,"Dorchester County, Maryland",7714,,"7,714.00"
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Dorchester County, Maryland",1624,,"1,624.00"
2015,Employment Status By Poverty Status,Employed,Above Poverty,"Dorchester County, Maryland",7026,,"7,026.00"
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Dorchester County, Maryland",993,,993
2015,Employment Status By Poverty Status,Unemployed,Above Poverty,"Dorchester County, Maryland",688,,688
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Dorchester County, Maryland",631,,631
2017,Median Household Income,,,"Dorchester County, Maryland",50532,,"50,532.00"
2016,Median Household Income,,,"Dorchester County, Maryland",47907,,"47,907.00"
2015,Median Household Income,,,"Dorchester County, Maryland",47093,,"47,093.00"
2017,Total Population,,,"Dorchester County, Maryland",32386,,"32,386.00"
2016,Total Population,,,"Dorchester County, Maryland",32451,,"32,451.00"
2015,Total Population,,,"Dorchester County, Maryland",32534,,"32,534.00"
2017,Unemployment By Gender,,Male,"Dorchester County, Maryland",8.9,0.089,8.9
2017,Unemployment By Gender,,Female,"Dorchester County, Maryland",6.6,0.066,6.6
2016,Unemployment By Gender,,Male,"Dorchester County, Maryland",10,0.1,10
2016,Unemployment By Gender,,Female,"Dorchester County, Maryland",7.8,0.078,7.8
2015,Unemployment By Gender,,Male,"Dorchester County, Maryland",11.8,0.118,11.8
2015,Unemployment By Gender,,Female,"Dorchester County, Maryland",7.3,0.073,7.3
2017,Unemployment By Race,,White,"Dorchester County, Maryland",6.5,0.065,6.5
2017,Unemployment By Race,,Black,"Dorchester County, Maryland",12.4,0.124,12.4
2017,Unemployment By Race,,Asian,"Dorchester County, Maryland",6.5,0.065,6.5
2017,Unemployment By Race,,Hispanic,"Dorchester County, Maryland",0.9,0.009,0.9
2016,Unemployment By Race,,White,"Dorchester County, Maryland",,0,0
2016,Unemployment By Race,,Black,"Dorchester County, Maryland",,0,0
2016,Unemployment By Race,,Asian,"Dorchester County, Maryland",,0,0
2016,Unemployment By Race,,Hispanic,"Dorchester County, Maryland",,0,0
2015,Unemployment By Race,,White,"Dorchester County, Maryland",7.9,0.079,7.9
2015,Unemployment By Race,,Black,"Dorchester County, Maryland",17.1,0.171,17.1
2015,Unemployment By Race,,Asian,"Dorchester County, Maryland",15.6,0.156,15.6
2015,Unemployment By Race,,Hispanic,"Dorchester County, Maryland",0.4,0.004,0.4
2017,Unemployment By Veteran Status,,Veteran,"Dorchester County, Maryland",7.9,0.079,7.9
2017,Unemployment By Veteran Status,,Non Veteran,"Dorchester County, Maryland",8.3,0.083,8.3
2016,Unemployment By Veteran Status,,Veteran,"Dorchester County, Maryland",6.7,0.067,6.7
2016,Unemployment By Veteran Status,,Non Veteran,"Dorchester County, Maryland",10.1,0.101,10.1
2015,Unemployment By Veteran Status,,Veteran,"Dorchester County, Maryland",7,0.07,7
2015,Unemployment By Veteran Status,,Non Veteran,"Dorchester County, Maryland",10.4,0.104,10.4
,Change,,Total Population,"Frederick County, Maryland",2640,,"2,640.00"
,Change,,Median Household Income,"Frederick County, Maryland",2787,,"2,787.00"
2017,Employment Status By Disability Status,Employed,Disabled,"Frederick County, Maryland",6778,,"6,778.00"
2017,Employment Status By Disability Status,Employed,Non Disabled,"Frederick County, Maryland",115358,,"115,358.00"
2017,Employment Status By Disability Status,Unemployed,Disabled,"Frederick County, Maryland",736,,736
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Frederick County, Maryland",5717,,"5,717.00"
2017,Employment Status By Disability Status,Labor Force,Disabled,"Frederick County, Maryland",7514,,"7,514.00"
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Frederick County, Maryland",121075,,"121,075.00"
2016,Employment Status By Disability Status,Employed,Disabled,"Frederick County, Maryland",6528,,"6,528.00"
2016,Employment Status By Disability Status,Employed,Non Disabled,"Frederick County, Maryland",114206,,"114,206.00"
2016,Employment Status By Disability Status,Unemployed,Disabled,"Frederick County, Maryland",776,,776
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Frederick County, Maryland",5764,,"5,764.00"
2016,Employment Status By Disability Status,Labor Force,Disabled,"Frederick County, Maryland",7304,,"7,304.00"
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Frederick County, Maryland",119970,,"119,970.00"
2015,Employment Status By Disability Status,Employed,Disabled,"Frederick County, Maryland",6573,,"6,573.00"
2015,Employment Status By Disability Status,Employed,Non Disabled,"Frederick County, Maryland",112843,,"112,843.00"
2015,Employment Status By Disability Status,Unemployed,Disabled,"Frederick County, Maryland",928,,928
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Frederick County, Maryland",6246,,"6,246.00"
2015,Employment Status By Disability Status,Labor Force,Disabled,"Frederick County, Maryland",7501,,"7,501.00"
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Frederick County, Maryland",119089,,"119,089.00"
2017,Employment Status By Education,Employed,Less than Highschool,"Frederick County, Maryland",5067,,"5,067.00"
2017,Employment Status By Education,Employed,Highschool,"Frederick County, Maryland",22558,,"22,558.00"
2017,Employment Status By Education,Employed,Some College,"Frederick County, Maryland",31234,,"31,234.00"
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Frederick County, Maryland",49383,,"49,383.00"
2017,Employment Status By Education,Unemployed,Less than Highschool,"Frederick County, Maryland",489,,489
2017,Employment Status By Education,Unemployed,Highschool,"Frederick County, Maryland",1363,,"1,363.00"
2017,Employment Status By Education,Unemployed,Some College,"Frederick County, Maryland",1380,,"1,380.00"
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Frederick County, Maryland",1283,,"1,283.00"
2017,Employment Status By Education,NIL,Less than Highschool,"Frederick County, Maryland",2205,,"2,205.00"
2017,Employment Status By Education,NIL,Highschool,"Frederick County, Maryland",6017,,"6,017.00"
2017,Employment Status By Education,NIL,Some College,"Frederick County, Maryland",5691,,"5,691.00"
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Frederick County, Maryland",6231,,"6,231.00"
2016,Employment Status By Education,Employed,Less than Highschool,"Frederick County, Maryland",4872,,"4,872.00"
2016,Employment Status By Education,Employed,Highschool,"Frederick County, Maryland",23006,,"23,006.00"
2016,Employment Status By Education,Employed,Some College,"Frederick County, Maryland",30687,,"30,687.00"
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Frederick County, Maryland",48250,,"48,250.00"
2016,Employment Status By Education,Unemployed,Less than Highschool,"Frederick County, Maryland",464,,464
2016,Employment Status By Education,Unemployed,Highschool,"Frederick County, Maryland",1705,,"1,705.00"
2016,Employment Status By Education,Unemployed,Some College,"Frederick County, Maryland",1361,,"1,361.00"
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Frederick County, Maryland",1184,,"1,184.00"
2016,Employment Status By Education,NIL,Less than Highschool,"Frederick County, Maryland",2183,,"2,183.00"
2016,Employment Status By Education,NIL,Highschool,"Frederick County, Maryland",6073,,"6,073.00"
2016,Employment Status By Education,NIL,Some College,"Frederick County, Maryland",5998,,"5,998.00"
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Frederick County, Maryland",5989,,"5,989.00"
2015,Employment Status By Education,Employed,Less than Highschool,"Frederick County, Maryland",5061,,"5,061.00"
2015,Employment Status By Education,Employed,Highschool,"Frederick County, Maryland",22730,,"22,730.00"
